CUSTOMER_ID,RECENCY,FREQUENCY,MONETARY,RECENCY_SCORE,FREQUENCY_SCORE,MONETARY_SCORE,CUSTOMER_SEGMENT
16297,268,1,301.9,2,1,2,Lost Customers
15242,422,1,302.04,1,2,2,Lost Customers
15054,12,2,302.1,5,2,2,Potential Loyalists
17506,75,1,302.2,3,1,2,Regular Customers
18165,177,1,302.46,3,1,2,Regular Customers
16425,302,1,302.7,2,1,2,Lost Customers
15060,8,4,303.09,5,3,2,Potential Loyalists
18255,89,2,303.15,3,2,2,Regular Customers
17207,652,1,303.22,1,2,2,Lost Customers
14806,75,2,303.43,3,2,2,Regular Customers
14791,606,1,303.63,1,2,2,Lost Customers
16489,380,2,303.7,2,2,2,Lost Customers
17688,393,1,304.2,2,1,2,Lost Customers
16217,235,2,304.25,2,3,2,At Risk
18185,249,1,304.25,2,1,2,Lost Customers
14043,491,2,304.25,1,2,2,Lost Customers
15163,18,2,304.47,5,2,2,Potential Loyalists
13667,149,1,305.02,3,1,2,Regular Customers
15893,481,1,305.28,1,2,2,Lost Customers
13383,543,1,305.28,1,1,2,Lost Customers
14990,612,2,305.42,1,3,2,At Risk
16181,73,1,305.54,3,1,2,Regular Customers
16796,89,1,305.62,3,1,2,Regular Customers
15135,239,2,305.68,2,3,2,At Risk
17077,578,1,306,1,2,2,Lost Customers
18059,23,3,306.46,4,3,2,Potential Loyalists
13718,246,2,306.55,2,2,2,Lost Customers
16649,520,1,306.58,1,2,2,Lost Customers
17551,359,1,306.84,2,1,2,Lost Customers
15087,281,1,306.94,2,1,2,Lost Customers
13142,19,1,307.09,5,1,2,Regular Customers
13036,684,1,307.1,1,1,2,Lost Customers
17721,659,1,307.21,1,2,2,Lost Customers
14783,659,1,307.3,1,2,2,Lost Customers
15374,128,2,307.32,3,2,2,Regular Customers
13932,294,1,307.4,2,1,2,Lost Customers
17120,233,1,307.46,2,1,2,Lost Customers
13060,253,1,307.53,2,1,2,Lost Customers
14777,403,1,307.56,2,2,2,Lost Customers
15454,362,2,307.69,2,2,2,Lost Customers
13529,78,2,307.76,3,2,2,Regular Customers
16123,51,1,307.78,4,1,2,Regular Customers
15778,431,1,307.95,1,1,2,Lost Customers
13289,723,1,307.95,1,2,2,Lost Customers
15302,730,1,308,1,2,2,Lost Customers
16524,446,2,308.14,1,2,2,Lost Customers
14927,396,1,308.2,2,1,2,Lost Customers
16194,375,1,308.6,2,1,2,Lost Customers
16956,17,1,308.74,5,1,2,Regular Customers
15010,35,1,308.94,4,1,2,Regular Customers
12884,88,1,309.05,3,1,2,Regular Customers
16373,382,2,309.49,2,3,2,At Risk
15699,17,1,309.65,5,1,2,Regular Customers
17383,4,2,309.99,5,2,2,Potential Loyalists
13628,676,1,310.14,1,2,2,Lost Customers
14749,479,1,310.15,1,2,2,Lost Customers
13315,689,1,310.26,1,2,2,Lost Customers
15188,725,1,310.43,1,2,2,Lost Customers
15308,274,1,310.47,2,1,2,Lost Customers
14181,410,2,310.55,1,2,2,Lost Customers
14848,404,1,310.56,2,2,2,Lost Customers
15185,70,1,310.62,3,1,2,Regular Customers
16439,722,1,310.7,1,2,2,Lost Customers
12738,372,1,310.7,2,1,2,Lost Customers
13847,719,1,310.72,1,2,2,Lost Customers
16328,563,1,310.83,1,2,2,Lost Customers
13400,582,1,310.83,1,2,2,Lost Customers
15724,201,3,310.85,2,3,2,At Risk
12898,463,2,310.96,1,2,2,Lost Customers
13990,213,1,311.3,2,1,2,Lost Customers
12852,294,1,311.55,2,1,2,Lost Customers
14951,79,1,311.69,3,1,2,Regular Customers
12834,282,1,312.38,2,1,2,Lost Customers
13226,273,2,312.46,2,2,2,Lost Customers
15318,3,1,312.62,5,1,2,Regular Customers
13905,732,1,312.65,1,1,2,Lost Customers
15162,731,1,312.9,1,1,2,Lost Customers
13845,64,1,312.98,3,1,2,Regular Customers
17882,379,2,313.46,2,2,2,Lost Customers
12665,324,3,313.6,2,3,2,At Risk
16582,113,1,313.62,3,1,2,Regular Customers
13087,726,1,313.64,1,2,2,Lost Customers
15873,499,4,313.92,1,3,2,At Risk
18070,669,1,314.1,1,2,2,Lost Customers
12650,3,1,314.44,5,1,2,Regular Customers
13660,400,1,314.59,2,1,2,Lost Customers
18206,553,1,314.66,1,2,2,Lost Customers
14991,430,1,314.67,1,1,2,Lost Customers
17121,402,1,314.74,2,2,2,Lost Customers
16091,154,2,315.06,3,2,2,Regular Customers
15042,199,2,315.45,2,3,2,At Risk
12614,277,1,315.6,2,1,2,Lost Customers
17408,163,3,316.09,3,3,2,Regular Customers
15196,432,2,316.25,1,2,2,Lost Customers
13494,311,1,316.26,2,1,2,Lost Customers
12529,528,1,316.48,1,2,2,Lost Customers
15204,357,1,316.58,2,1,2,Lost Customers
16761,96,1,316.62,3,1,2,Regular Customers
17689,388,2,317.08,2,3,2,At Risk
15616,438,1,317.11,1,1,2,Lost Customers
17267,127,2,317.62,3,2,2,Regular Customers
18253,642,1,317.88,1,2,2,Lost Customers
14703,14,1,318.17,5,1,2,Regular Customers
15682,599,2,318.24,1,3,2,At Risk
17229,96,2,318.76,3,2,2,Regular Customers
16967,189,1,319.02,2,1,2,Lost Customers
16674,54,2,319.61,4,2,2,Potential Loyalists
13843,381,1,319.75,2,1,2,Lost Customers
13942,534,1,320,1,1,2,Lost Customers
16683,533,1,320.25,1,1,2,Lost Customers
13986,17,1,320.46,5,1,2,Regular Customers
17991,225,3,320.55,2,3,2,At Risk
14622,184,1,320.58,3,1,2,Regular Customers
18117,25,1,320.72,4,1,2,Regular Customers
15432,23,2,320.76,4,2,2,Potential Loyalists
15236,298,1,321.05,2,1,2,Lost Customers
17182,422,2,321.3,1,3,2,At Risk
14823,180,3,321.43,3,3,2,Regular Customers
15770,612,1,321.45,1,1,2,Lost Customers
17471,474,1,321.65,1,2,2,Lost Customers
13111,718,1,321.88,1,2,2,Lost Customers
15726,390,1,321.91,2,1,2,Lost Customers
17326,408,2,321.95,2,2,2,Lost Customers
14424,17,1,322.08,5,1,2,Regular Customers
16342,75,4,322.41,3,4,2,Loyal Customers
14832,630,1,322.69,1,1,2,Lost Customers
16627,79,1,322.8,3,1,2,Regular Customers
14263,423,1,322.93,1,1,2,Lost Customers
17793,25,1,323.04,4,1,2,Regular Customers
16195,723,1,323.25,1,2,2,Lost Customers
13025,731,1,323.39,1,1,2,Lost Customers
17440,156,4,323.58,3,3,2,Regular Customers
15869,277,3,323.66,2,3,2,At Risk
13834,576,2,324.19,1,2,2,Lost Customers
16685,61,2,324.24,3,2,2,Regular Customers
18261,43,2,324.24,4,2,2,Potential Loyalists
12946,436,1,324.45,1,1,2,Lost Customers
15982,605,1,324.51,1,2,2,Lost Customers
13801,66,1,324.8,3,1,2,Regular Customers
15670,296,2,325.2,2,2,2,Lost Customers
13661,603,1,325.24,1,2,2,Lost Customers
17439,655,1,325.74,1,2,2,Lost Customers
17843,303,2,326.23,2,2,2,Lost Customers
13646,399,2,326.25,2,2,2,Lost Customers
14070,684,1,326.55,1,1,2,Lost Customers
12460,456,1,326.65,1,1,2,Lost Customers
16322,1,2,326.75,5,3,2,Potential Loyalists
12804,465,2,327.02,1,2,2,Lost Customers
13498,730,1,327.38,1,2,2,Lost Customers
15735,421,1,327.68,1,2,2,Lost Customers
15709,283,2,327.85,2,2,2,Lost Customers
16318,35,1,328.15,4,1,2,Regular Customers
14747,249,1,328.2,2,1,2,Lost Customers
15213,318,2,328.35,2,2,2,Lost Customers
16855,23,2,328.4,4,2,2,Potential Loyalists
14012,277,1,328.8,2,1,2,Lost Customers
16286,477,2,328.95,1,3,2,At Risk
15979,602,1,329.22,1,2,2,Lost Customers
15153,31,1,329.25,4,1,2,Regular Customers
17154,75,1,329.34,3,1,2,Regular Customers
16436,668,3,329.34,1,3,2,At Risk
17518,425,2,329.42,1,3,2,At Risk
18186,722,1,329.58,1,2,2,Lost Customers
12850,445,1,330,1,1,2,Lost Customers
15130,169,1,330.11,3,1,2,Regular Customers
13010,374,2,330.12,2,2,2,Lost Customers
12807,383,1,330.35,2,1,2,Lost Customers
17301,21,2,330.43,4,2,2,Potential Loyalists
14517,33,2,330.45,4,2,2,Potential Loyalists
17309,95,3,330.59,3,3,2,Regular Customers
15878,561,2,330.77,1,2,2,Lost Customers
16478,25,3,331,4,3,2,Potential Loyalists
13981,415,1,331.14,1,2,2,Lost Customers
16030,309,1,331.24,2,1,2,Lost Customers
17435,411,1,331.35,1,2,2,Lost Customers
15512,155,4,331.58,3,3,2,Regular Customers
17647,65,3,331.66,3,3,2,Regular Customers
16452,630,2,332.17,1,2,2,Lost Customers
16803,65,1,332.3,3,1,2,Regular Customers
16850,333,1,332.41,2,1,2,Lost Customers
13904,37,2,332.64,4,3,2,Potential Loyalists
14137,695,1,332.7,1,2,2,Lost Customers
16234,476,3,333.18,1,3,2,At Risk
14957,253,2,333.29,2,2,2,Lost Customers
14241,183,2,333.7,3,2,2,Regular Customers
13216,267,1,333.74,2,1,2,Lost Customers
17607,376,1,333.81,2,1,2,Lost Customers
12350,310,1,334.4,2,1,2,Lost Customers
17821,406,1,334.62,2,2,2,Lost Customers
12489,336,1,334.93,2,1,2,Lost Customers
14094,439,1,335.22,1,1,2,Lost Customers
16063,260,1,335.32,2,1,2,Lost Customers
14196,106,1,335.52,3,1,2,Regular Customers
16273,648,2,336.04,1,2,2,Lost Customers
13482,232,2,336.09,2,3,2,At Risk
15619,10,1,336.4,5,1,2,Regular Customers
17914,3,1,336.43,5,1,2,Regular Customers
17488,641,1,336.5,1,2,2,Lost Customers
17973,51,1,337.04,4,1,2,Regular Customers
18269,366,1,337.2,2,1,2,Lost Customers
13930,57,2,337.34,4,2,2,Potential Loyalists
12780,598,1,337.4,1,2,2,Lost Customers
15942,133,1,337.44,3,1,2,Regular Customers
12869,681,1,337.67,1,2,2,Lost Customers
17296,730,1,338.13,1,2,2,Lost Customers
14799,51,2,338.15,4,3,2,Potential Loyalists
17776,386,2,338.56,2,3,2,At Risk
14630,484,1,338.65,1,2,2,Lost Customers
17839,42,1,338.8,4,1,2,Regular Customers
17697,236,1,338.95,2,1,2,Lost Customers
14203,397,1,339.34,2,1,2,Lost Customers
13737,200,1,339.6,2,1,2,Lost Customers
12698,590,1,339.75,1,2,2,Lost Customers
12900,422,1,340.33,1,1,2,Lost Customers
15818,588,1,340.5,1,2,2,Lost Customers
16044,435,1,340.84,1,1,2,Lost Customers
17928,45,3,341.24,4,3,2,Potential Loyalists
17917,45,3,341.28,4,3,2,Potential Loyalists
13347,70,1,341.36,3,1,2,Regular Customers
16585,593,2,341.59,1,3,2,At Risk
16826,51,1,341.7,4,1,2,Regular Customers
17542,269,3,341.7,2,3,2,At Risk
17833,723,1,342.36,1,2,2,Lost Customers
14989,661,1,342.4,1,2,2,Lost Customers
16851,4,3,342.45,5,3,2,Potential Loyalists
18047,381,2,342.69,2,2,2,Lost Customers
13519,78,2,343.21,3,2,2,Regular Customers
18081,36,3,343.45,4,3,2,Potential Loyalists
15520,1,1,343.5,5,1,2,Regular Customers
15047,269,1,343.62,2,1,2,Lost Customers
13068,10,2,344,5,2,2,Potential Loyalists
16990,218,2,344,2,3,2,At Risk
17569,332,1,344.14,2,1,2,Lost Customers
15519,383,2,344.61,2,3,2,At Risk
18199,683,1,344.75,1,1,2,Lost Customers
14633,266,1,344.9,2,1,2,Lost Customers
13774,81,1,345,3,1,2,Regular Customers
14724,590,1,345.25,1,2,2,Lost Customers
15781,25,3,345.46,4,3,2,Potential Loyalists
16423,24,1,346.12,4,1,2,Regular Customers
12411,409,1,346.9,2,2,2,Lost Customers
13062,191,1,346.98,2,1,2,Lost Customers
12441,366,1,347.1,2,1,2,Lost Customers
16006,211,2,347.17,2,3,2,At Risk
15085,729,1,347.54,1,2,2,Lost Customers
17668,1,2,347.75,5,3,2,Potential Loyalists
12760,455,1,347.8,1,1,2,Lost Customers
15282,570,1,348.59,1,2,2,Lost Customers
17577,645,2,348.75,1,2,2,Lost Customers
13790,4,1,348.8,5,1,2,Regular Customers
14545,674,1,349.25,1,2,2,Lost Customers
18250,310,1,349.27,2,1,2,Lost Customers
18090,421,1,349.4,1,2,2,Lost Customers
13550,383,1,349.51,2,1,2,Lost Customers
13887,204,1,349.55,2,1,2,Lost Customers
13670,75,1,349.7,3,1,2,Regular Customers
12532,30,1,349.83,4,1,2,Regular Customers
16476,431,1,350.35,1,1,2,Lost Customers
17795,179,2,350.39,3,2,2,Regular Customers
17835,2,3,350.64,5,3,2,Potential Loyalists
13281,439,1,350.85,1,1,2,Lost Customers
13332,14,1,350.9,5,1,2,Regular Customers
14252,381,1,350.99,2,1,2,Lost Customers
16263,423,1,351.01,1,1,2,Lost Customers
13923,53,1,351.13,4,1,2,Regular Customers
16192,735,1,351.3,1,1,2,Lost Customers
12566,86,1,351.65,3,1,2,Regular Customers
15334,156,3,351.67,3,3,2,Regular Customers
16857,442,1,352.8,1,1,2,Lost Customers
13765,653,1,352.82,1,2,2,Lost Customers
17196,427,1,352.9,1,1,2,Lost Customers
17780,667,3,352.91,1,3,2,At Risk
16690,72,4,353.03,3,3,2,Regular Customers
16382,408,2,353.1,2,2,2,Lost Customers
14804,8,1,353.27,5,1,2,Regular Customers
13343,177,1,353.43,3,1,2,Regular Customers
13210,93,1,353.48,3,1,2,Regular Customers
16323,196,2,353.66,2,2,2,Lost Customers
17252,116,2,353.86,3,2,2,Regular Customers
12715,106,1,353.86,3,1,2,Regular Customers
12845,267,4,354.09,2,4,2,At Risk
12888,214,2,354.12,2,2,2,Lost Customers
15986,30,2,354.42,4,2,2,Potential Loyalists
14268,470,1,354.85,1,1,2,Lost Customers
16920,411,1,355.45,1,2,2,Lost Customers
12996,375,1,355.5,2,1,2,Lost Customers
12617,29,1,355.53,4,1,2,Regular Customers
15840,58,2,355.56,4,2,2,Potential Loyalists
17200,387,4,356.71,2,3,2,At Risk
14500,88,3,356.85,3,3,2,Regular Customers
13234,672,2,356.95,1,2,2,Lost Customers
18273,2,4,357,5,3,2,Potential Loyalists
18040,19,2,357.2,5,2,2,Potential Loyalists
16971,38,1,357.21,4,1,2,Regular Customers
17967,371,2,357.29,2,2,2,Lost Customers
12495,640,1,357.4,1,2,2,Lost Customers
15595,487,1,357.6,1,1,2,Lost Customers
16606,404,2,357.66,2,2,2,Lost Customers
13228,81,1,358,3,1,2,Regular Customers
17748,527,1,358.15,1,2,2,Lost Customers
16856,14,3,358.49,5,3,2,Potential Loyalists
17948,147,1,358.56,3,1,2,Regular Customers
18003,376,1,358.61,2,1,2,Lost Customers
15863,25,5,358.7,4,4,2,Loyal Customers
15120,133,1,358.82,3,1,2,Regular Customers
14919,539,1,359.35,1,2,2,Lost Customers
14926,381,2,359.4,2,2,2,Lost Customers
17660,141,2,359.47,3,2,2,Regular Customers
13181,381,1,359.69,2,1,2,Lost Customers
13298,1,1,360,5,1,2,Regular Customers
15008,480,2,360,1,2,2,Lost Customers
18208,565,1,360.08,1,2,2,Lost Customers
17945,696,3,360.35,1,3,2,At Risk
18091,593,1,360.85,1,2,2,Lost Customers
13274,409,1,360.85,2,2,2,Lost Customers
16305,138,1,361.22,3,1,2,Regular Customers
13844,11,1,361.62,5,1,2,Regular Customers
16259,410,3,361.94,1,3,2,At Risk
16052,54,1,362.06,4,1,2,Regular Customers
18119,367,1,362.24,2,1,2,Lost Customers
17339,94,3,362.36,3,3,2,Regular Customers
14122,406,3,362.42,2,3,2,At Risk
14840,267,2,362.71,2,2,2,Lost Customers
13962,21,3,362.8,4,3,2,Potential Loyalists
16378,247,3,362.95,2,3,2,At Risk
16078,283,2,362.99,2,2,2,Lost Customers
14253,493,2,363.4,1,2,2,Lost Customers
16509,296,1,363.7,2,1,2,Lost Customers
14528,37,1,364.22,4,1,2,Regular Customers
15343,87,1,364.5,3,1,2,Regular Customers
15949,16,2,364.72,5,3,2,Potential Loyalists
14886,252,1,364.8,2,1,2,Lost Customers
17536,177,3,364.83,3,3,2,Regular Customers
15029,619,1,365.1,1,1,2,Lost Customers
16974,522,2,365.5,1,2,2,Lost Customers
17911,9,1,366.23,5,1,2,Regular Customers
12899,413,1,366.4,1,2,2,Lost Customers
14244,660,1,366.42,1,2,2,Lost Customers
14962,270,4,366.91,2,4,2,At Risk
13187,337,4,367.01,2,3,2,At Risk
14018,645,1,367.15,1,1,2,Lost Customers
16448,198,2,367.87,2,3,2,At Risk
15477,649,1,368.4,1,1,2,Lost Customers
14888,207,1,369.2,2,1,2,Lost Customers
16758,65,1,369.34,3,1,2,Regular Customers
17792,467,2,370.05,1,2,2,Lost Customers
15458,25,2,370.44,4,2,2,Potential Loyalists
14168,420,2,370.45,1,3,2,At Risk
15765,666,1,370.63,1,1,2,Lost Customers
15063,213,1,370.8,2,1,2,Lost Customers
15975,84,1,371.01,3,1,2,Regular Customers
14950,19,1,371.2,4,1,2,Regular Customers
15472,113,1,371.56,3,1,2,Regular Customers
18155,75,3,371.62,3,3,2,Regular Customers
17245,204,2,371.63,2,3,2,At Risk
13164,569,2,372.2,1,2,2,Lost Customers
12981,29,2,372.22,4,3,2,Potential Loyalists
15989,375,2,372.51,2,2,2,Lost Customers
12544,36,1,372.7,4,1,2,Regular Customers
12895,42,2,372.8,4,3,2,Potential Loyalists
14981,246,2,372.92,2,2,2,Lost Customers
13197,609,1,373.01,1,1,2,Lost Customers
15337,411,1,373.02,1,2,2,Lost Customers
17437,529,1,373.17,1,2,2,Lost Customers
13283,59,4,373.36,3,3,2,Regular Customers
13351,66,1,373.94,3,1,2,Regular Customers
13545,390,2,374.64,2,3,2,At Risk
14067,63,2,374.7,3,2,2,Regular Customers
17810,668,2,374.81,1,2,2,Lost Customers
14294,407,1,375.34,2,2,2,Lost Customers
14448,9,2,375.35,5,2,2,Potential Loyalists
13688,635,1,375.5,1,1,2,Lost Customers
17912,310,6,375.5,2,4,2,At Risk
14531,479,1,376.34,1,2,2,Lost Customers
14353,215,3,376.5,2,3,2,At Risk
17489,58,2,376.64,4,2,2,Potential Loyalists
16544,519,4,376.7,1,4,2,At Risk
17717,421,1,376.92,1,2,2,Lost Customers
17736,9,3,377.44,5,3,2,Potential Loyalists
12941,724,1,377.49,1,2,2,Lost Customers
12651,334,4,377.75,2,3,2,At Risk
17078,36,2,378.2,4,3,2,Potential Loyalists
13372,89,1,378.64,3,1,2,Regular Customers
16909,72,1,379.14,3,1,2,Regular Customers
18162,732,1,379.16,1,1,2,Lost Customers
14200,617,1,379.2,1,1,2,Lost Customers
17783,72,3,379.91,3,3,2,Regular Customers
16577,666,1,380,1,2,2,Lost Customers
14731,47,3,380.02,4,3,2,Potential Loyalists
16930,26,3,380.55,4,3,2,Potential Loyalists
17573,29,3,380.6,4,3,2,Potential Loyalists
12796,628,1,381,1,1,2,Lost Customers
17903,394,1,381.09,2,1,2,Lost Customers
17393,410,2,381.15,2,2,2,Lost Customers
15090,308,1,381.32,2,1,2,Lost Customers
16304,694,1,381.66,1,2,2,Lost Customers
14908,74,2,381.9,3,2,2,Regular Customers
13657,10,2,382.14,5,2,2,Potential Loyalists
13997,519,3,382.31,1,3,2,At Risk
16988,5,2,382.67,5,2,2,Potential Loyalists
17568,633,1,382.79,1,2,2,Lost Customers
14767,474,1,382.81,1,1,2,Lost Customers
13817,29,2,382.98,4,3,2,Potential Loyalists
12832,32,2,383.03,4,2,2,Potential Loyalists
12547,197,3,383.58,2,3,2,At Risk
15440,54,3,383.68,4,3,2,Potential Loyalists
12515,353,1,383.7,2,1,2,Lost Customers
13792,66,3,383.95,3,3,2,Regular Customers
15155,383,1,383.97,2,1,2,Lost Customers
14598,44,2,384.04,4,2,2,Potential Loyalists
16982,60,1,384.06,3,1,2,Regular Customers
17012,725,1,384.16,1,2,2,Lost Customers
16433,28,2,384.52,4,3,2,Potential Loyalists
17250,3,2,384.52,5,2,2,Potential Loyalists
17171,289,2,384.59,2,2,2,Lost Customers
17772,10,3,384.77,5,3,2,Potential Loyalists
17711,10,2,385.1,5,2,2,Potential Loyalists
14826,581,2,385.2,1,3,2,At Risk
17804,376,3,385.23,2,3,2,At Risk
12829,336,3,385.3,2,3,2,At Risk
12889,381,4,385.46,2,3,2,At Risk
12973,413,1,385.55,1,2,2,Lost Customers
16492,540,1,385.56,1,1,2,Lost Customers
14779,280,3,386.15,2,3,2,At Risk
16148,296,2,386.62,2,2,2,Lost Customers
17771,56,4,387.41,4,3,2,Potential Loyalists
17357,24,2,388.14,4,2,2,Potential Loyalists
13899,16,2,388.52,5,2,2,Potential Loyalists
13896,625,1,388.55,1,1,2,Lost Customers
15592,46,1,388.58,4,1,2,Regular Customers
18227,217,2,388.75,2,2,2,Lost Customers
17595,12,2,388.79,5,2,2,Potential Loyalists
12690,205,1,389.01,2,1,2,Lost Customers
17479,632,1,389.26,1,1,2,Lost Customers
13345,287,1,389.5,2,1,2,Lost Customers
14752,43,1,389.64,4,1,2,Regular Customers
17116,648,1,389.78,1,2,2,Lost Customers
18024,152,2,389.78,3,2,2,Regular Customers
17936,5,1,389.84,5,1,2,Regular Customers
14197,410,1,390.05,1,2,2,Lost Customers
17614,57,1,390.07,4,1,2,Regular Customers
17753,464,4,390.56,1,3,2,At Risk
14706,618,1,390.69,1,1,2,Lost Customers
14072,666,1,390.85,1,2,2,Lost Customers
13966,435,1,390.86,1,1,2,Lost Customers
16783,436,1,391.95,1,1,2,Lost Customers
16827,393,5,392.13,2,4,2,At Risk
17563,578,2,392.38,1,3,2,At Risk
13584,306,3,392.45,2,3,2,At Risk
16868,394,3,393.39,2,3,2,At Risk
15437,262,2,393.45,2,2,2,Lost Customers
15345,45,1,393.54,4,1,2,Regular Customers
17300,390,2,393.64,2,3,2,At Risk
12499,560,1,393.72,1,2,2,Lost Customers
15386,186,1,394.14,3,1,2,Regular Customers
16207,25,1,394.38,4,1,2,Regular Customers
12677,555,2,395.1,1,2,2,Lost Customers
17617,558,1,395.33,1,2,2,Lost Customers
13083,4,3,395.43,5,3,2,Potential Loyalists
17286,21,3,395.48,4,3,2,Potential Loyalists
13879,645,1,395.5,1,1,2,Lost Customers
18067,40,1,396.33,4,1,2,Regular Customers
17918,500,3,396.39,1,3,2,At Risk
15883,2,2,396.48,5,3,2,Potential Loyalists
13597,400,2,396.71,2,2,2,Lost Customers
17486,261,1,396.87,2,1,2,Lost Customers
13673,18,2,396.92,5,2,2,Potential Loyalists
12824,59,1,397.12,3,1,2,Regular Customers
17789,281,2,397.15,2,2,2,Lost Customers
15429,26,2,397.35,4,2,2,Potential Loyalists
13352,60,1,397.98,3,1,2,Regular Customers
15577,151,5,397.98,3,4,2,Loyal Customers
12508,26,2,398.27,4,2,2,Potential Loyalists
17830,1,3,398.7,5,3,2,Potential Loyalists
15522,32,2,398.84,4,2,2,Potential Loyalists
13252,394,2,399.3,2,3,2,At Risk
16538,541,3,399.62,1,3,2,At Risk
18164,37,1,399.65,4,1,2,Regular Customers
14358,389,2,400.06,2,3,2,At Risk
17168,498,1,400.2,1,2,2,Lost Customers
17403,36,2,400.57,4,2,2,Potential Loyalists
14471,591,2,400.95,1,2,2,Lost Customers
14736,485,2,401.08,1,2,2,Lost Customers
14494,25,3,401.46,4,3,2,Potential Loyalists
18048,203,3,401.73,2,3,2,At Risk
16893,366,2,401.77,2,2,2,Lost Customers
16998,149,5,402,3,4,2,Loyal Customers
17094,322,2,402.2,2,2,2,Lost Customers
15501,404,2,402.5,2,2,2,Lost Customers
15037,376,2,402.51,2,2,2,Lost Customers
16315,330,2,402.71,2,2,2,Lost Customers
14172,605,3,402.72,1,3,2,At Risk
13530,634,1,402.98,1,1,2,Lost Customers
17431,313,1,403.3,2,1,2,Lost Customers
17785,53,3,403.38,4,3,2,Potential Loyalists
14678,579,1,403.39,1,2,2,Lost Customers
12498,21,3,403.7,4,3,2,Potential Loyalists
16484,173,2,404.3,3,2,2,Regular Customers
16319,217,1,404.4,2,1,2,Lost Customers
17379,11,1,404.66,5,1,2,Regular Customers
13640,611,1,405,1,1,2,Lost Customers
15941,637,1,405,1,1,2,Lost Customers
13143,584,1,405.1,1,2,2,Lost Customers
12922,161,1,405.38,3,1,2,Regular Customers
18111,589,1,405.85,1,2,2,Lost Customers
12741,529,2,406.07,1,2,2,Lost Customers
15342,129,1,406.09,3,1,2,Regular Customers
15280,172,3,406.22,3,3,2,Regular Customers
17000,396,2,406.3,2,2,2,Lost Customers
16632,485,2,406.4,1,2,2,Lost Customers
12353,204,2,406.76,2,3,2,At Risk
15446,376,3,406.95,2,3,2,At Risk
12974,197,2,408.95,2,3,2,At Risk
13686,182,3,409.04,3,3,2,Regular Customers
16243,33,2,409.1,4,2,2,Potential Loyalists
16864,434,2,409.25,1,2,2,Lost Customers
15225,234,1,409.4,2,1,2,Lost Customers
14348,260,1,409.57,2,1,2,Lost Customers
17598,381,1,409.98,2,1,2,Lost Customers
15099,84,1,410.48,3,1,2,Regular Customers
15960,374,4,410.95,2,3,2,At Risk
16815,453,2,410.97,1,2,2,Lost Customers
16272,116,1,411.7,3,1,2,Regular Customers
13827,57,3,412.05,4,3,2,Potential Loyalists
18050,359,2,412.06,2,2,2,Lost Customers
14620,205,2,412.78,2,3,2,At Risk
17662,661,2,412.92,1,2,2,Lost Customers
17767,15,2,413.05,5,3,2,Potential Loyalists
14082,364,2,413.36,2,2,2,Lost Customers
13669,50,3,413.55,4,3,2,Potential Loyalists
17052,28,1,413.75,4,1,2,Regular Customers
13002,318,3,414.13,2,3,2,At Risk
18278,73,2,414.2,3,2,2,Regular Customers
13565,19,3,414.8,4,3,2,Potential Loyalists
16752,372,1,415,2,1,2,Lost Customers
14333,67,1,415.2,3,1,2,Regular Customers
15725,15,1,415.25,5,1,2,Regular Customers
12608,404,1,415.79,2,2,2,Lost Customers
12930,78,2,415.8,3,2,2,Regular Customers
16356,197,6,415.87,2,4,2,At Risk
16355,375,1,416.35,2,1,2,Lost Customers
15011,395,2,416.6,2,3,2,At Risk
16957,239,2,416.64,2,3,2,At Risk
15935,239,2,416.86,2,3,2,At Risk
16816,103,4,417.06,3,4,2,Loyal Customers
17258,396,2,417.3,2,2,2,Lost Customers
12833,145,1,417.38,3,1,2,Regular Customers
14762,263,2,417.57,2,2,2,Lost Customers
16832,184,5,417.61,3,4,2,Loyal Customers
16629,73,2,417.73,3,2,2,Regular Customers
17855,372,1,417.94,2,1,2,Lost Customers
17701,252,1,417.95,2,1,2,Lost Customers
15968,388,1,418.05,2,1,2,Lost Customers
13073,411,2,418.08,1,2,2,Lost Customers
12593,108,3,418.1,3,3,2,Regular Customers
15262,323,3,418.82,2,3,2,At Risk
13079,4,6,419.18,5,4,2,Loyal Customers
14124,84,1,419.58,3,1,2,Regular Customers
13096,394,1,419.7,2,1,2,Lost Customers
13442,667,3,419.87,1,3,2,At Risk
13672,301,3,419.92,2,3,2,At Risk
18128,537,1,420.04,1,2,2,Lost Customers
15711,556,2,420.25,1,2,2,Lost Customers
15894,253,2,420.29,2,2,2,Lost Customers
15206,10,4,420.3,5,4,2,Loyal Customers
14757,75,1,420.5,3,1,2,Regular Customers
16773,57,3,421.24,4,3,2,Potential Loyalists
13574,411,1,421.25,1,2,2,Lost Customers
17601,239,2,421.48,2,3,2,At Risk
17232,2,2,421.52,5,3,2,Potential Loyalists
16149,4,3,422.22,5,3,2,Potential Loyalists
18240,46,1,422.58,4,1,2,Regular Customers
16689,75,2,422.6,3,2,2,Regular Customers
16137,680,1,422.7,1,2,2,Lost Customers
13374,414,2,422.8,1,2,2,Lost Customers
14097,481,2,422.86,1,2,2,Lost Customers
17330,22,4,423.8,4,3,2,Potential Loyalists
15504,81,4,423.85,3,3,2,Regular Customers
16913,290,3,423.91,2,3,2,At Risk
16541,735,1,424.03,1,1,2,Lost Customers
17103,722,1,424.3,1,2,2,Lost Customers
